Root,Serial,Word,Guideword,Level,part_of_speech,Topic
5599,04-5599-01-3,strong,DETERMINED,B2,adjective,people: personality
5600,04-5600-02-1,strongly,-,B2,adverb,communication
5602,04-5602-08-1,structure,WAY PARTS ARE ARRANGED,B2,noun,buildings
5604,04-5604-12-1,struggle,TRY HARD,B2,verb,people: actions
5604,04-5604-12-2,struggle,FIGHT,B2,verb,people: actions
5604,04-5604-08-3,struggle,EFFORT,B2,noun,people: actions
5604,04-5604-08-4,struggle,FIGHT,B2,noun,people: actions
5605,04-5605-01-1,stubborn,-,B2,adjective,people: personality
5607,04-5607-01-1,stuck,NOT MOVE,B2,adjective,-
5609,04-5609-08-1,studio,ART,B2,noun,"arts and media, buildings"
5610,04-5610-08-1,study,LEARNING,B2,noun,"education, people: actions"
5610,04-5610-08-2,study,EXAMINING,B2,noun,people: actions
5610,04-5610-12-3,study,EXAMINE,B2,verb,education
5610,04-5610-12-4,study,LOOK AT,B2,verb,people: actions
5614,04-5614-01-1,stunning,-,B2,adjective,describing things
5617,04-5617-08-1,style,QUALITY,B2,noun,people: appearance
5622,04-5622-12-1,submit,GIVE,B2,verb,"communication, people: actions"
5626,04-5626-08-1,substance,MATERIAL,B2,noun,-
5627,04-5627-01-1,substantial,-,B2,adjective,describing things
5629,04-5629-12-1,substitute,-,B2,verb,people: actions
5629,04-5629-08-2,substitute,-,B2,noun,-
5633,04-5633-08-1,suburb,-,B2,noun,natural world
5634,04-5634-08-1,subway,-,B2,noun,travel
5637,04-5637-01-1,successful,WORK,B2,adjective,-
5637,04-5637-01-2,successful,POPULAR,B2,adjective,-
5638,04-5638-02-1,successfully,-,B2,adverb,-
5642,04-5642-05-1,such,REFER TO PERSON/THING,B2,determiner,-
5644,04-5644-01-1,sudden,-,B2,adjective,-
5647,04-5647-12-1,suffer,FEEL PAIN,B2,verb,"body and health, people: personality"
5647,04-5647-12-2,suffer,EXPERIENCE,B2,verb,people: personality
5649,04-5649-08-1,suffering,-,B2,noun,"body and health, people: personality"
5650,04-5650-01-1,sufficient,-,B2,adjective,describing things
5652,04-5652-08-1,suffix,-,B2,noun,-
5654,04-5654-12-1,suggest,SEEM TRUE,B2,verb,-
5656,04-5656-08-1,suicide,-,B2,noun,-
5657,04-5657-12-1,suit,LOOK ATTRACTIVE,B2,verb,"clothes, people: appearance"
5657,04-5657-12-2,suit,BE RIGHT,B2,verb,-
5660,04-5660-02-1,suitably,-,B2,adverb,-
5664,04-5664-08-1,summary,-,B2,noun,communication
5671,04-5671-08-1,sunlight,-,B2,noun,natural world
5676,04-5676-01-1,superb,-,B2,adjective,describing things
5684,04-5684-01-1,supernatural,-,B2,adjective,-
5685,04-5685-12-1,supervise,-,B2,verb,people: actions
5691,04-5691-08-1,supplier,-,B2,noun,shopping
5692,04-5692-08-1,supply,-,B2,noun,-
5692,04-5692-12-2,supply,-,B2,verb,people: actions
5693,04-5693-12-1,support,AGREE,B2,verb,communication
5693,04-5693-12-2,support,ENCOURAGE,B2,verb,people: actions
5693,04-5693-08-3,support,AGREEMENT,B2,noun,communication
5693,04-5693-08-4,support,MONEY,B2,noun,money
5694,04-5694-08-1,supporter,"OF IDEA/PERSON, ETC.",B2,noun,-
5700,04-5700-02-1,surely,LIKELY,B2,adverb,communication
5700,04-5700-02-2,surely,EXPRESS SURPRISE,B2,adverb,communication
5702,04-5702-08-1,surface,TOP,B2,noun,-
5702,04-5702-08-2,surface,PERSON,B2,noun,-
5706,04-5706-08-1,surgery,PLACE,B2,noun,"body and health, buildings"
5706,04-5706-08-2,surgery,OPERATION,B2,noun,body and health
5710,04-5710-08-1,surprise,FEELING,B2,noun,people: personality
5716,04-5716-01-1,surrounding,-,B2,adjective,-
5717,04-5717-08-1,surroundings,-,B2,noun,-
5718,04-5718-08-1,survey,-,B2,noun,communication
5719,04-5719-08-1,survival,-,B2,noun,-
5721,04-5721-08-1,survivor,-,B2,noun,-
5720,04-5720-12-1,survive,-,B2,verb,-
5722,04-5722-12-1,suspect,THINK LIKELY,B2,verb,-
5722,04-5722-12-2,suspect,THINK GUILTY,B2,verb,crime
5722,04-5722-08-3,suspect,-,B2,noun,crime
5723,04-5723-12-1,suspend,NOT ALLOW,B2,verb,"education, people: actions"
5725,04-5725-08-1,suspicion,BELIEF,B2,noun,-
5726,04-5726-01-1,suspicious,NOT TRUSTING,B2,adjective,people: personality
5726,04-5726-01-2,suspicious,SEEMING WRONG,B2,adjective,crime
5727,04-5727-02-1,suspiciously,-,B2,adverb,-
5731,04-5731-12-1,swallow,EAT,B2,verb,"food and drink, people: actions"
5732,04-5732-08-1,swan,-,B2,noun,animals
5734,04-5734-12-1,swear,RUDE WORDS,B2,verb,communication
5734,04-5734-12-2,swear,PROMISE,B2,verb,communication
5735,04-5735-08-1,sweat,-,B2,noun,body and health
5735,04-5735-12-2,sweat,-,B2,verb,body and health
5738,04-5738-12-1,sweep,CLEAN,B2,verb,people: actions
5748,04-5748-08-1,swing,-,B2,noun,shopping
5748,04-5748-12-2,swing,-,B2,verb,people: actions
5749,04-5749-12-1,switch,-,B2,verb,people: actions
5750,04-5750-01-1,swollen,-,B2,adjective,body and health
5751,04-5751-08-1,sword,-,B2,noun,-
5752,04-5752-08-1,syllable,-,B2,noun,communication
5754,04-5754-08-1,symbol,-,B2,noun,communication
5756,04-5756-01-1,sympathetic,PROBLEMS,B2,adjective,people: personality
5758,04-5758-08-1,sympathy,CARING,B2,noun,people: personality
5759,04-5759-08-1,symptom,ILLNESS,B2,noun,body and health
5762,04-5762-08-1,system,METHOD,B2,noun,-
5768,04-5768-08-1,tabloid,-,B2,noun,arts and media
5768,04-5768-01-2,tabloid,-,B2,adjective,arts and media
5769,04-5769-12-1,tackle,DEAL WITH,B2,verb,people: actions
5769,04-5769-12-2,tackle,SPORT,B2,verb,"people: actions, shopping"
5774,04-5774-08-1,tail,ANIMAL,B2,noun,animals
5775,04-5775-12-1,take,REMOVE NUMBER,B2,verb,people: actions
5775,04-5775-12-2,take,GRAMMAR,B2,verb,-
5778,04-5778-08-1,tale,-,B2,noun,communication
5781,04-5781-12-1,talk,DISCUSS,B2,verb,communication
5781,04-5781-12-2,talk,LECTURE,B2,verb,communication
5781,04-5781-08-3,talk,TO GROUP,B2,noun,communication
5785,04-5785-08-1,tan,-,B2,noun,people: appearance
5788,04-5788-08-1,tap,KNOCK,B2,noun,people: actions
5788,04-5788-12-2,tap,-,B2,verb,people: actions
5789,04-5789-08-1,target,OBJECT/PERSON SHOT AT,B2,noun,shopping
5789,04-5789-08-2,target,AIM,B2,noun,-
5790,04-5790-08-1,task,-,B2,noun,"people: actions, work"
5791,04-5791-08-1,taste,WHAT YOU LIKE,B2,noun,people: personality
5791,04-5791-08-2,taste,SHORT EXPERIENCE,B2,noun,-
5791,04-5791-08-3,taste,ABILITY,B2,noun,"food and drink, people: actions"
5806,04-5806-08-1,teaspoon,-,B2,noun,food and drink
5805,04-5805-12-1,tease,-,B2,verb,communication
5807,04-5807-01-1,technical,SCIENCE/INDUSTRY,B2,adjective,technology
5807,04-5807-01-2,technical,PRACTICAL SKILL,B2,adjective,people: personality
5812,04-5812-01-1,technological,-,B2,adjective,technology
5818,04-5818-08-1,telecommunications,-,B2,noun,"communication, technology"
5820,04-5820-08-1,telescope,-,B2,noun,technology
5822,04-5822-12-1,tell,UNDERSTAND FROM,B2,verb,communication
5824,04-5824-08-1,temper,ANGER,B2,noun,people: personality
5827,04-5827-02-1,temporarily,-,B2,adverb,-
5829,04-5829-08-1,temptation,-,B2,noun,people: personality
5836,04-5836-01-1,tense,NERVOUS,B2,adjective,people: personality
5836,04-5836-01-2,tense,SITUATION,B2,adjective,people: personality
5837,04-5837-08-1,tension,FEELING,B2,noun,people: personality
5837,04-5837-08-2,tension,BETWEEN PEOPLE/GROUPS,B2,noun,relationships
5839,04-5839-08-1,term,WORD,B2,noun,communication
5840,04-5840-08-1,terminal,-,B2,noun,"buildings, travel"
5841,04-5841-08-1,terms,RULES,B2,noun,communication
5842,04-5842-08-1,terrace,-,B2,noun,buildings
5844,04-5844-02-1,terribly,VERY BADLY,B2,adverb,-
5847,04-5847-12-1,terrify,-,B2,verb,people: personality
5848,04-5848-01-1,terrifying,-,B2,adjective,people: personality
5850,04-5850-08-1,territory,COUNTRY'S LAND,B2,noun,"natural world, politics"
5850,04-5850-08-2,territory,PERSON'S/ANIMAL'S LAND,B2,noun,animals
5851,04-5851-08-1,terror,-,B2,noun,people: personality
5853,04-5853-08-1,terrorist,-,B2,noun,crime
5852,04-5852-08-1,terrorism,-,B2,noun,crime
5855,04-5855-08-1,test,SITUATION,B2,noun,people: personality
5855,04-5855-12-2,test,CHECK,B2,verb,people: actions
5855,04-5855-12-3,test,"PROVE QUALITY/STRENGTH, ETC.",B2,verb,-
5857,04-5857-08-1,text,BOOK/PLAY,B2,noun,"communication, education"
5866,04-5866-08-1,thanks,-,B2,noun,communication
5867,04-5867-11-1,that,REACTION,B2,pronoun,-
5867,04-5867-11-2,that,PAST,B2,pronoun,-
5867,04-5867-02-3,that,-,B2,adverb,describing things
5868,04-5868-05-1,the,TIME,B2,determiner,-
5868,04-5868-05-2,the,COMPARE,B2,determiner,-
5881,04-5881-08-1,theft,-,B2,noun,"crime, people: actions"
5885,04-5885-08-1,theme,-,B2,noun,communication
5886,04-5886-11-1,themselves,EMPHASIS,B2,pronoun,-
5887,04-5887-02-1,then,IN ADDITION,B2,adverb,-
5890,04-5890-08-1,theory,IDEA,B2,noun,-
5893,04-5893-08-1,therapy,-,B2,noun,body and health
5894,04-5894-02-1,there,POINT,B2,adverb,-
5898,04-5898-08-1,thermometer,-,B2,noun,technology
5900,04-5900-08-1,thesis,WRITING,B2,noun,"communication, education"
5901,04-5901-11-1,they,PEOPLE,B2,pronoun,-
5902,04-5902-01-1,thick,"SMOKE, ETC.",B2,adjective,describing things
5904,04-5904-08-1,thigh,-,B2,noun,body and health
5906,04-5906-08-1,thing,IDEA,B2,noun,-
5906,04-5906-08-2,thing,PERSON/ANIMAL,B2,noun,-
5907,04-5907-12-1,think,CONSIDER PEOPLE,B2,verb,-
5909,04-5909-08-1,third,-,B2,noun,-
5877,04-5877-08-1,the third person,-,B2,noun,-
5910,04-5910-08-1,thirst,WANTING DRINK,B2,noun,food and drink
5915,04-5915-01-1,thorough,-,B2,adjective,-
5916,04-5916-02-1,thoroughly,VERY MUCH,B2,adverb,-
5916,04-5916-02-2,thoroughly,CAREFULLY,B2,adverb,-
5918,04-5918-04-1,though,BUT,B2,conjunction,-
5918,04-5918-02-2,though,-,B2,adverb,-
5919,04-5919-08-1,thought,THINKING,B2,noun,-
5920,04-5920-01-1,thoughtful,KIND,B2,adjective,people: personality
5925,04-5925-08-1,threat,DAMAGE,B2,noun,-
5925,04-5925-08-2,threat,THING SAID,B2,noun,communication
5926,04-5926-12-1,threaten,HARM,B2,verb,communication
5930,04-5930-01-1,thrilled,-,B2,adjective,people: personality
5932,04-5932-01-1,thrilling,-,B2,adjective,describing things
5938,04-5938-10-1,throughout,WHOLE TIME,B2,preposition,-
5943,04-5943-02-1,thus,-,B2,adverb,communication
5946,04-5946-08-1,tide,-,B2,noun,natural world
5950,04-5950-01-1,tight,FIRM,B2,adjective,describing things
5950,04-5950-01-2,tight,CONTROLLED,B2,adjective,-
5950,04-5950-01-3,tight,NOT MUCH,B2,adjective,-
5950,04-5950-02-4,tight,-,B2,adverb,-
5951,04-5951-12-1,tighten,-,B2,verb,people: actions
5952,04-5952-02-1,tightly,-,B2,adverb,-
5956,04-5956-08-1,time,HISTORICAL PERIOD,B2,noun,-
5956,04-5956-12-2,time,MEASURE HOW LONG,B2,verb,people: actions
5958,04-5958-10-1,times,-,B2,preposition,-
5959,04-5959-08-1,timetable,PLAN,B2,noun,-
5961,04-5961-08-1,timing,-,B2,noun,-
5962,04-5962-08-1,tin,FOR STORING,B2,noun,food and drink
5967,04-5967-08-1,tiredness,-,B2,noun,people: personality
5972,04-5972-10-1,to,RANGE,B2,preposition,-
5975,04-5975-02-1,today,PRESENT TIME,B2,adverb,-
5975,04-5975-08-2,today,PRESENT TIME,B2,noun,-
5978,04-5978-08-1,toenail,-,B2,noun,body and health
5979,04-5979-02-1,together,CONNECTED,B2,adverb,describing things
5979,04-5979-02-2,together,COMBINED,B2,adverb,-
5984,04-5984-12-1,tolerate,ACCEPT,B2,verb,people: personality
5987,04-5987-08-1,tomb,-,B2,noun,-
5989,04-5989-08-1,ton,WEIGHT,B2,noun,describing things
5990,04-5990-08-1,tone,VOICE,B2,noun,communication
5990,04-5990-08-2,tone,TELEPHONE,B2,noun,technology
5994,04-5994-08-1,tool,MAKE/REPAIR,B2,noun,-
5994,04-5994-08-2,tool,EQUIPMENT,B2,noun,-
5999,04-5999-02-1,top,-,B2,adverb,-
6001,04-6001-08-1,torch,-,B2,noun,-
6002,04-6002-08-1,tornado,-,B2,noun,natural world
6005,04-6005-01-1,total,VERY GREAT,B2,adjective,communication
6008,04-6008-12-1,touch,GET CLOSE,B2,verb,-
6008,04-6008-12-2,touch,EMOTION,B2,verb,people: personality
6008,04-6008-08-3,touch,ABILITY,B2,noun,body and health
6008,04-6008-08-4,touch,HAND,B2,noun,people: actions
6009,04-6009-01-1,tough,DIFFICULT,B2,adjective,-
6009,04-6009-01-2,tough,STRONG PERSON,B2,adjective,people: personality
6009,04-6009-01-3,tough,FOOD,B2,adjective,food and drink
6016,04-6016-10-1,towards,IN RELATION TO,B2,preposition,communication
6020,04-6020-01-1,toxic,-,B2,adjective,body and health
6022,04-6022-08-1,trace,-,B2,noun,-
6023,04-6023-08-1,track,MUSIC,B2,noun,arts and media
6023,04-6023-08-2,track,TYPE OF SPORT,B2,noun,shopping
6023,04-6023-08-3,track,MARKS,B2,noun,-
6026,04-6026-08-1,trade,JOB,B2,noun,work
6026,04-6026-12-2,trade,-,B2,verb,"people: actions, shopping"
6028,04-6028-08-1,tradition,-,B2,noun,-
6030,04-6030-02-1,traditionally,-,B2,adverb,-
6035,04-6035-01-1,tragic,-,B2,adjective,people: personality
6034,04-6034-08-1,tragedy,-,B2,noun,-
6037,04-6037-08-1,trail,PATH,B2,noun,travel
6038,04-6038-12-1,train,TEACH,B2,verb,"education, people: actions, work"
6038,04-6038-12-2,train,LEARN,B2,verb,"education, people: actions, work"
6047,04-6047-12-1,transfer,CHANGE JOB/TEAM,B2,verb,work
6047,04-6047-08-2,transfer,-,B2,noun,-
6048,04-6048-12-1,transform,-,B2,verb,people: actions
6051,04-6051-01-1,transitive,-,B2,adjective,-
6056,04-6056-01-1,transparent,-,B2,adjective,describing things
6058,04-6058-12-1,transport,-,B2,verb,"people: actions, travel"
6058,04-6058-08-2,transport,GOODS/PEOPLE,B2,noun,travel
6060,04-6060-08-1,trap,CATCHING ANIMALS,B2,noun,animals
6060,04-6060-08-2,trap,DANGEROUS SITUATION,B2,noun,-
6067,04-6067-08-1,tray,-,B2,noun,food and drink
6069,04-6069-08-1,treasure,"GOLD/JEWELS, ETC.",B2,noun,money
6070,04-6070-12-1,treat,DEAL WITH,B2,verb,-
6070,04-6070-12-2,treat,MEDICAL,B2,verb,body and health
6070,04-6070-12-3,treat,CONSIDER,B2,verb,-
6070,04-6070-12-4,treat,SPECIAL,B2,verb,-
6071,04-6071-08-1,treatment,MEDICAL,B2,noun,body and health
6071,04-6071-08-2,treatment,DEALING WITH,B2,noun,-
6075,04-6075-08-1,trekking,-,B2,noun,travel
6076,04-6076-12-1,tremble,-,B2,verb,"people: actions, people: personality"
6077,04-6077-01-1,tremendous,GOOD,B2,adjective,describing things
6078,04-6078-02-1,tremendously,-,B2,adverb,communication
6077,04-6077-01-1,tremendous,LARGE,B2,adjective,describing things
6080,04-6080-08-1,trial,IN COURT,B2,noun,crime
6081,04-6081-08-1,triangle,-,B2,noun,describing things
6083,04-6083-08-1,tribe,-,B2,noun,relationships
6085,04-6085-08-1,trick,METHOD,B2,noun,-
6086,04-6086-01-1,tricky,-,B2,adjective,-
6085,04-6085-12-1,trick,-,B2,verb,-
6090,04-6090-12-1,trip,-,B2,verb,people: actions
6092,04-6092-01-1,trivial,-,B2,adjective,describing things
6093,04-6093-08-1,trolley,-,B2,noun,-
6096,04-6096-01-1,tropical,-,B2,adjective,natural world
6095,04-6095-08-1,trophy,-,B2,noun,shopping
6097,04-6097-08-1,trouble,EXTRA WORK,B2,noun,-
6097,04-6097-08-2,trouble,DIFFICULT SITUATION,B2,noun,-
6097,04-6097-08-3,trouble,FIGHTING,B2,noun,-
6103,04-6103-02-1,truly,VERY,B2,adverb,-
6105,04-6105-08-1,trunk,-,B2,noun,natural world
6106,04-6106-08-1,trust,-,B2,noun,people: personality
6108,04-6108-08-1,truth,BEING TRUE,B2,noun,-
6109,04-6109-08-1,try,-,B2,noun,people: actions
6110,04-6110-08-1,tube,PIPE,B2,noun,-
6118,04-6118-12-1,turn,GO ROUND,B2,verb,people: actions
6118,04-6118-08-2,turn,CHANGE IN DIRECTION,B2,noun,-
6121,04-6121-08-1,tutor,-,B2,noun,"education, work"
6127,04-6127-01-1,twisted,BENT,B2,adjective,describing things
6131,04-6131-02-1,typically,EXPECTED CHARACTERISTICS,B2,adverb,-
6133,04-6133-01-1,ultimate,MOST,B2,adjective,-
6136,04-6136-01-1,unacceptable,-,B2,adjective,describing things
6142,04-6142-01-1,unattractive,NOT BEAUTIFUL,B2,adjective,-
6143,04-6143-01-1,unavailable,IMPOSSIBLE TO GET,B2,adjective,shopping
6146,04-6146-01-1,unaware,-,B2,adjective,people: personality
6148,04-6148-01-1,unbearable,-,B2,adjective,-
6149,04-6149-01-1,unbelievable,UNLIKELY,B2,adjective,-
6151,04-6151-01-1,uncertain,NOT SURE,B2,adjective,people: personality
6151,04-6151-01-2,uncertain,NOT KNOWN,B2,adjective,-
6153,04-6153-01-1,unchanged,-,B2,adjective,-
6155,04-6155-01-1,unclear,DIFFICULT TO UNDERSTAND,B2,adjective,-
6160,04-6160-01-1,unconscious,AS THOUGH SLEEPING,B2,adjective,body and health
6167,04-6167-10-1,under,IN A PARTICULAR STATE,B2,preposition,-
6169,04-6169-12-1,underestimate,NOT KNOW SIZE,B2,verb,-
6171,04-6171-01-1,underground,-,B2,adjective,natural world
6171,04-6171-01-2,underground,-,B2,adjective,natural world
6172,04-6172-12-1,underline,EMPHASIZE,B2,verb,communication
6175,04-6175-02-1,underneath,-,B2,adverb,describing things
6179,04-6179-01-1,understandable,-,B2,adjective,-
6181,04-6181-08-1,understanding,KNOWLEDGE,B2,noun,-
6181,04-6181-08-2,understanding,SYMPATHY,B2,noun,people: personality
6181,04-6181-01-3,understanding,-,B2,adjective,people: personality
6184,04-6184-01-1,underwater,-,B2,adjective,-
6189,04-6189-12-1,undo,OPEN,B2,verb,people: actions
6189,04-6189-12-2,undo,CHANGE BACK,B2,verb,technology
6191,04-6191-02-1,undoubtedly,-,B2,adverb,communication
6193,04-6193-01-1,undressed,-,B2,adjective,clothes
6195,04-6195-01-1,uneasy,-,B2,adjective,people: personality
6202,04-6202-02-1,unexpectedly,-,B2,adverb,people: personality
6203,04-6203-01-1,unfair,NOT TRUE,B2,adjective,-
6204,04-6204-02-1,unfairly,-,B2,adverb,-
6205,04-6205-01-1,unfamiliar,NOT KNOWN,B2,adjective,-
6206,04-6206-01-1,unfashionable,-,B2,adjective,"clothes, describing things"
6208,04-6208-01-1,unfit,NOT GOOD ENOUGH,B2,adjective,describing things
6212,04-6212-01-1,unfortunate,BAD SITUATION,B2,adjective,-
6212,04-6212-01-2,unfortunate,UNLUCKY,B2,adjective,people: personality
6215,04-6215-08-1,unhappiness,-,B2,noun,people: personality
6218,04-6218-01-1,unhelpful,NO HELP,B2,adjective,people: personality
6225,04-6225-08-1,union,JOINING,B2,noun,-
6226,04-6226-01-1,unique,SPECIAL,B2,adjective,-
6226,04-6226-01-2,unique,DIFFERENT,B2,adjective,-
6229,04-6229-01-1,united,JOINED,B2,adjective,relationships
6229,04-6229-01-2,united,IN AGREEMENT,B2,adjective,relationships
6231,04-6231-01-1,universal,-,B2,adjective,-
6238,04-6238-10-1,unlike,DIFFERENT,B2,preposition,-
6240,04-6240-01-1,unlimited,-,B2,adjective,describing things
6242,04-6242-12-1,unlock,-,B2,verb,people: actions
6245,04-6245-01-1,unnatural,-,B2,adjective,-
6252,04-6252-01-1,unpopular,-,B2,adjective,people: personality
6254,04-6254-01-1,unpredictable,-,B2,adjective,-
6260,04-6260-01-1,unrealistic,-,B2,adjective,people: personality
6261,04-6261-01-1,unreasonable,-,B2,adjective,people: personality
6264,04-6264-01-1,unreliable,-,B2,adjective,people: personality
6267,04-6267-01-1,unsatisfactory,-,B2,adjective,describing things
6271,04-6271-01-1,unsuccessful,-,B2,adjective,-
6273,04-6273-01-1,unsuitable,-,B2,adjective,-
6274,04-6274-01-1,unsure,NOT CERTAIN,B2,adjective,people: personality
6278,04-6278-12-1,untie,-,B2,verb,people: actions
6285,04-6285-01-1,unwilling,-,B2,adjective,-
6290,04-6290-02-1,up,COMPLETE,B2,adverb,-
6290,04-6290-02-2,up,INCREASE,B2,adverb,-
6292,04-6292-08-1,upbringing,-,B2,noun,"people: personality, relationships"
6294,04-6294-12-1,update,MAKE MORE MODERN,B2,verb,people: actions
6294,04-6294-08-2,update,NEW FORM,B2,noun,-
6294,04-6294-08-3,update,NEW INFORMATION,B2,noun,communication
6295,04-6295-08-1,upgrade,-,B2,noun,technology
6295,04-6295-12-2,upgrade,-,B2,verb,people: actions
6300,04-6300-10-1,upon,ON,B2,preposition,describing things
6303,04-6303-01-1,upright,-,B2,adjective,describing things
6304,04-6304-12-1,upset,-,B2,verb,"people: actions, people: personality"
6305,04-6305-02-1,upside down,-,B2,adverb,describing things
6309,04-6309-01-1,urban,-,B2,adjective,-
6315,04-6315-12-1,use,WORD,B2,verb,-
6315,04-6315-08-2,use,WORD,B2,noun,communication
6326,04-6326-01-1,vacant,JOB,B2,adjective,work
6326,04-6326-01-2,vacant,EMPTY,B2,adjective,-
6333,04-6333-01-1,valid,GOOD REASON,B2,adjective,-
6333,04-6333-01-2,valid,OFICIALLY ACCEPTABLE,B2,adjective,-
6336,04-6336-01-1,valuable,INFORMATION,B2,adjective,-
6337,04-6337-12-1,value,IMPORTANCE,B2,verb,-
6340,04-6340-12-1,vanish,-,B2,verb,-
6343,04-6343-08-1,variation,DIFFERENCE,B2,noun,-
6344,04-6344-01-1,varied,-,B2,adjective,-
6347,04-6347-12-1,vary,BE DIFFERENT,B2,verb,-
6347,04-6347-12-2,vary,CHANGE,B2,verb,-
6349,04-6349-01-1,vast,-,B2,adjective,describing things
6358,04-6358-08-1,venue,-,B2,noun,buildings
6364,04-6364-08-1,verse,-,B2,noun,arts and media
6365,04-6365-08-1,version,FORM,B2,noun,-
6377,04-6377-08-1,victim,-,B2,noun,"body and health, crime"
6378,04-6378-08-1,victory,-,B2,noun,shopping
6382,04-6382-08-1,view,ABILITY TO SEE,B2,noun,-
6383,04-6383-08-1,viewer,-,B2,noun,arts and media
6388,04-6388-08-1,vinegar,-,B2,noun,food and drink
6390,04-6390-08-1,violence,HURT,B2,noun,people: actions
6391,04-6391-01-1,violent,ACTION,B2,adjective,people: personality
6392,04-6392-02-1,violently,-,B2,adverb,people: personality
6391,04-6391-01-1,violent,PERSON,B2,adjective,people: personality
6395,04-6395-01-1,virtual,USING COMPUTER,B2,adjective,technology
6397,04-6397-02-1,virtually,ALMOST,B2,adverb,communication
6396,04-6396-08-1,virtual reality,-,B2,noun,technology
6397,04-6397-02-1,virtually,COMPUTER,B2,adverb,technology
6399,04-6399-08-1,virus,SMALL ORGANISM,B2,noun,body and health
6401,04-6401-01-1,visible,CAN BE SEEN,B2,adjective,-
6403,04-6403-08-1,vision,IDEA,B2,noun,-
6403,04-6403-08-2,vision,SIGHT,B2,noun,-
6406,04-6406-01-1,visual,-,B2,adjective,-
6407,04-6407-01-1,vital,-,B2,adjective,-
6410,04-6410-08-1,vitamin,-,B2,noun,"body and health, food and drink"
6412,04-6412-01-1,vivid,COLOURS,B2,adjective,describing things
6412,04-6412-01-2,vivid,DESCRIPTIONS,B2,adjective,people: personality
6413,04-6413-02-1,vividly,-,B2,adverb,-
6418,04-6418-08-1,volcano,-,B2,noun,natural world
6420,04-6420-08-1,volume,AMOUNT,B2,noun,describing things
6423,04-6423-08-1,volunteer,-,B2,noun,-
6425,04-6425-08-1,vote,DECIDE,B2,noun,-
6429,04-6429-08-1,voyage,-,B2,noun,travel
6432,04-6432-08-1,waist,-,B2,noun,body and health
6433,04-6433-08-1,wait,-,B2,noun,people: actions
6442,04-6442-12-1,wander,WALK SLOWLY,B2,verb,people: actions
6445,04-6445-08-1,ward,-,B2,noun,"body and health, buildings"
6448,04-6448-12-1,warm,-,B2,verb,people: actions
6449,04-6449-02-1,warmly,KEEP WARM,B2,adverb,-
6449,04-6449-02-2,warmly,FRIENDLY,B2,adverb,people: personality
6450,04-6450-08-1,warmth,FEELING,B2,noun,people: personality
6450,04-6450-08-2,warmth,HEAT,B2,noun,natural world
6458,04-6458-08-1,wasp,-,B2,noun,animals
6459,04-6459-08-1,waste,UNWANTED MATTER,B2,noun,-
6460,04-6460-12-1,watch,BE CAREFUL,B2,verb,people: actions
6461,04-6461-12-1,water,PLANTS,B2,verb,people: actions
6463,04-6463-01-1,waterproof,-,B2,adjective,-
6464,04-6464-08-1,wave,ENERGY,B2,noun,-
6467,04-6467-01-1,weak,CHARACTER,B2,adjective,-
6467,04-6467-01-2,weak,TASTE,B2,adjective,food and drink
6467,04-6467-01-3,weak,SLIGHT,B2,adjective,-
6469,04-6469-08-1,weakness,NOT STRONG,B2,noun,-
6469,04-6469-08-2,weakness,NOT EFFECTIVE,B2,noun,-
6470,04-6470-08-1,wealth,MONEY,B2,noun,money
6471,04-6471-01-1,wealthy,-,B2,adjective,money
6472,04-6472-08-1,weapon,-,B2,noun,-
6473,04-6473-12-1,wear,HAIR,B2,verb,-
6488,04-6488-12-1,weigh,CONSIDER CAREFULLY,B2,verb,-
6489,04-6489-08-1,weight,HEAVINESS,B2,noun,describing things
6489,04-6489-08-2,weight,OBJECT,B2,noun,-
6490,04-6490-01-1,weird,-,B2,adjective,-
6491,04-6491-12-1,welcome,ENCOURAGE,B2,verb,communication
6491,04-6491-01-2,welcome,PLEASING,B2,adjective,people: personality
6492,04-6492-08-1,welfare,HEALTH,B2,noun,body and health
6493,04-6493-02-1,well,EMPHASIS,B2,adverb,communication
6494,04-6494-01-1,well-balanced,FOOD,B2,adjective,food and drink
6496,04-6496-01-1,well-built,-,B2,adjective,people: appearance
6503,04-6503-01-1,well-organized,-,B2,adjective,-
6504,04-6504-01-1,well-paid,-,B2,adjective,"money, work"
6511,04-6511-11-1,whatever,NO DIFFERENCE,B2,pronoun,communication
6511,04-6511-05-2,whatever,NO DIFFERENCE,B2,determiner,-
6512,04-6512-08-1,wheat,-,B2,noun,"food and drink, natural world"
6515,04-6515-04-1,when,ALTHOUGH,B2,conjunction,-
6517,04-6517-04-1,where,PROCESS/ACTIVITY,B2,conjunction,-
6519,04-6519-04-1,whereas,-,B2,conjunction,communication
6523,04-6523-11-1,which,AFTER PREPOSITION,B2,pronoun,-
6524,04-6524-05-1,whichever,ANY,B2,determiner,-
6523,04-6523-11-1,which,GIVING OPINION,B2,pronoun,-
6524,04-6524-05-1,whichever,NOT IMPORTANT,B2,determiner,-
6524,04-6524-11-2,whichever,-,B2,pronoun,-
6525,04-6525-04-1,while,ALTHOUGH,B2,conjunction,communication
6528,04-6528-12-1,whisper,-,B2,verb,communication
6527,04-6527-08-1,whisky,-,B2,noun,food and drink
6529,04-6529-12-1,whistle,-,B2,verb,people: actions
6529,04-6529-08-2,whistle,-,B2,noun,arts and media
