Root,Serial,Level,Part of Speech,addition,Explaination,ExplainationE,ExplainationC
1322,04-1322-08-1,B2,noun,-,,-,-
1325,04-1325-08-1,B2,noun,-,,-,-
1326,04-1326-01-1,B2,adjective,-,,-,-
1326,04-1326-01-2,B2,adjective,-,,-,-
1326,04-1326-01-3,B2,adjective,-,,-,-
1327,04-1327-02-1,B2,adverb,-,,-,-
1328,04-1328-08-1,B2,noun,-,,-,-
1329,04-1329-12-1,B2,verb,-,,-,-
1330,04-1330-08-1,B2,noun,-,,-,-
1334,04-1334-08-1,B2,noun,-,,-,-
1337,04-1337-01-1,B2,adjective,-,,-,-
1341,04-1341-08-1,B2,noun,-,,-,-
1340,04-1340-02-1,B2,adverb,-,,-,-
1342,04-1342-12-1,B2,verb,-,,-,-
1351,04-1351-02-1,B2,adverb,-,,-,-
1357,04-1357-12-1,B2,verb,-,,-,-
1357,04-1357-08-2,B2,noun,-,,-,-
1358,04-1358-08-1,B2,noun,-,,-,-
1360,04-1360-02-1,B2,adverb,-,,-,-
1363,04-1363-01-1,B2,adjective,-,,-,-
1364,04-1364-02-1,B2,adverb,-,,-,-
1367,04-1367-08-1,B2,noun,-,,-,-
1369,04-1369-08-1,B2,noun,-,,-,-
1376,04-1376-12-1,B2,verb,-,,-,-
1376,04-1376-12-2,B2,verb,-,,-,-
1376,04-1376-08-3,B2,noun,-,,-,-
1380,04-1380-08-1,B2,noun,-,,-,-
1380,04-1380-08-2,B2,noun,-,,-,-
1386,04-1386-01-1,B2,adjective,-,,-,-
1390,04-1390-01-1,B2,adjective,-,,-,-
1398,04-1398-08-1,B2,noun,-,,-,-
1399,04-1399-08-1,B2,noun,-,,-,-
1400,04-1400-12-1,B2,verb,-,,-,-
1400,04-1400-08-2,B2,noun,-,,-,-
1400,04-1400-08-3,B2,noun,-,,-,-
1401,04-1401-08-1,B2,noun,-,,-,-
1401,04-1401-08-2,B2,noun,-,,-,-
1402,04-1402-08-1,B2,noun,-,,-,-
1406,04-1406-08-1,B2,noun,-,,-,-
1407,04-1407-08-1,B2,noun,-,,-,-
1412,04-1412-08-1,B2,noun,-,,-,-
1413,04-1413-08-1,B2,noun,-,,-,-
1417,04-1417-01-1,B2,adjective,-,,-,-
1419,04-1419-01-1,B2,adjective,-,,-,-
1418,04-1418-08-1,B2,noun,-,,-,-
1421,04-1421-08-1,B2,noun,-,,-,-
1422,04-1422-08-1,B2,noun,-,,-,-
1423,04-1423-01-1,B2,adjective,-,,-,-
1425,04-1425-08-1,B2,noun,-,,-,-
1426,04-1426-08-1,B2,noun,-,,-,-
1426,04-1426-12-2,B2,verb,-,,-,-
1427,04-1427-08-1,B2,noun,-,,-,-
1428,04-1428-08-1,B2,noun,-,,-,-
1428,04-1428-08-2,B2,noun,-,,-,-
1430,04-1430-08-1,B2,noun,-,,-,-
1432,04-1432-12-1,B2,verb,-,,-,-
1434,04-1434-12-1,B2,verb,-,,-,-
1435,04-1435-01-1,B2,adjective,-,,-,-
1435,04-1435-01-2,B2,adjective,-,,-,-
1440,04-1440-01-1,B2,adjective,-,,-,-
1442,04-1442-08-1,B2,noun,-,,-,-
1444,04-1444-12-1,B2,verb,-,,-,-
1445,04-1445-12-1,B2,verb,-,,-,-
1445,04-1445-12-2,B2,verb,-,,-,-
1445,04-1445-08-3,B2,noun,-,,-,-
1447,04-1447-08-1,B2,noun,-,,-,-
1447,04-1447-08-2,B2,noun,-,,-,-
1448,04-1448-01-1,B2,adjective,-,,-,-
1455,04-1455-01-1,B2,adjective,-,,-,-
1455,04-1455-01-2,B2,adjective,-,,-,-
1457,04-1457-02-1,B2,adverb,-,,-,-
1458,04-1458-08-1,B2,noun,-,,-,-
1459,04-1459-12-1,B2,verb,-,,-,-
1459,04-1459-08-2,B2,noun,-,,-,-
1462,04-1462-08-1,B2,noun,-,,-,-
1463,04-1463-12-1,B2,verb,-,,-,-
1464,04-1464-08-1,B2,noun,-,,-,-
1468,04-1468-12-1,B2,verb,-,,-,-
1469,04-1469-01-1,B2,adjective,-,,-,-
1472,04-1472-08-1,B2,noun,-,,-,-
1475,04-1475-08-1,B2,noun,-,,-,-
1480,04-1480-01-1,B2,adjective,-,,-,-
1482,04-1482-01-1,B2,adjective,-,,-,-
1481,04-1481-02-1,B2,adverb,-,,-,-
1482,04-1482-01-1,B2,adjective,-,,-,-
1484,04-1484-08-1,B2,noun,-,,-,-
1486,04-1486-01-1,B2,adjective,-,,-,-
1489,04-1489-12-1,B2,verb,-,,-,-
1489,04-1489-08-2,B2,noun,-,,-,-
1490,04-1490-01-1,B2,adjective,-,,-,-
1491,04-1491-08-1,B2,noun,-,,-,-
1493,04-1493-12-1,B2,verb,-,,-,-
1492,04-1492-01-1,B2,adjective,-,,-,-
1494,04-1494-12-1,B2,verb,-,,-,-
1494,04-1494-12-2,B2,verb,-,,-,-
1495,04-1495-08-1,B2,noun,-,,-,-
1497,04-1497-08-1,B2,noun,-,,-,-
1499,04-1499-02-1,B2,adverb,-,,-,-
1498,04-1498-01-1,B2,adjective,-,,-,-
1501,04-1501-01-1,B2,adjective,-,,-,-
1503,04-1503-12-1,B2,verb,-,,-,-
1503,04-1503-12-2,B2,verb,-,,-,-
1510,04-1510-01-1,B2,adjective,-,,-,-
1514,04-1514-01-1,B2,adjective,-,,-,-
1515,04-1515-08-1,B2,noun,-,,-,-
1517,04-1517-12-1,B2,verb,-,,-,-
1519,04-1519-08-1,B2,noun,-,,-,-
1521,04-1521-12-1,B2,verb,-,,-,-
1529,04-1529-01-1,B2,adjective,-,,-,-
1530,04-1530-01-1,B2,adjective,-,,-,-
1531,04-1531-08-1,B2,noun,-,,-,-
1533,04-1533-08-1,B2,noun,-,,-,-
1533,04-1533-08-2,B2,noun,-,,-,-
1534,04-1534-08-1,B2,noun,-,,-,-
1535,04-1535-01-1,B2,adjective,-,,-,-
1535,04-1535-01-2,B2,adjective,-,,-,-
1536,04-1536-02-1,B2,adverb,-,,-,-
1536,04-1536-02-2,B2,adverb,-,,-,-
1543,04-1543-08-1,B2,noun,-,,-,-
1546,04-1546-01-1,B2,adjective,-,,-,-
1550,04-1550-08-1,B2,noun,-,,-,-
1552,04-1552-01-1,B2,adjective,-,,-,-
1553,04-1553-08-1,B2,noun,-,,-,-
1559,04-1559-12-1,B2,verb,-,,-,-
1560,04-1560-01-1,B2,adjective,-,,-,-
1562,04-1562-01-1,B2,adjective,-,,-,-
1563,04-1563-08-1,B2,noun,-,,-,-
1564,04-1564-08-1,B2,noun,-,,-,-
1565,04-1565-08-1,B2,noun,-,,-,-
1567,04-1567-01-1,B2,adjective,-,,-,-
1573,04-1573-08-1,B2,noun,-,,-,-
1574,04-1574-08-1,B2,noun,-,,-,-
1574,04-1574-08-2,B2,noun,-,,-,-
1583,04-1583-12-1,B2,verb,-,,-,-
1589,04-1589-08-1,B2,noun,-,,-,-
1597,04-1597-08-1,B2,noun,-,,-,-
1599,04-1599-08-1,B2,noun,-,,-,-
1599,04-1599-08-2,B2,noun,-,,-,-
1604,04-1604-12-1,B2,verb,-,,-,-
1604,04-1604-12-2,B2,verb,-,,-,-
1607,04-1607-08-1,B2,noun,-,,-,-
1610,04-1610-01-1,B2,adjective,-,,-,-
1613,04-1613-02-1,B2,adverb,-,,-,-
1618,04-1618-08-1,B2,noun,-,,-,-
1623,04-1623-08-1,B2,noun,-,,-,-
1624,04-1624-12-1,B2,verb,-,,-,-
1625,04-1625-08-1,B2,noun,-,,-,-
1631,04-1631-12-1,B2,verb,-,,-,-
1632,04-1632-08-1,B2,noun,-,,-,-
1632,04-1632-08-2,B2,noun,-,,-,-
1634,04-1634-08-1,B2,noun,-,,-,-
1636,04-1636-08-1,B2,noun,-,,-,-
1642,04-1642-12-1,B2,verb,-,,-,-
1644,04-1644-08-1,B2,noun,-,,-,-
1652,04-1652-08-1,B2,noun,-,,-,-
1653,04-1653-08-1,B2,noun,-,,-,-
1653,04-1653-12-2,B2,verb,-,,-,-
1658,04-1658-01-1,B2,adjective,-,,-,-
1660,04-1660-08-1,B2,noun,-,,-,-
1664,04-1664-08-1,B2,noun,-,,-,-
1670,04-1670-01-1,B2,adjective,-,,-,-
1670,04-1670-01-2,B2,adjective,-,,-,-
1673,04-1673-08-1,B2,noun,-,,-,-
1673,04-1673-12-2,B2,verb,-,,-,-
1676,04-1676-08-1,B2,noun,-,,-,-
1682,04-1682-12-1,B2,verb,-,,-,-
1685,04-1685-08-1,B2,noun,-,,-,-
1686,04-1686-01-1,B2,adjective,-,,-,-
1689,04-1689-08-1,B2,noun,-,,-,-
1690,04-1690-01-1,B2,adjective,-,,-,-
1692,04-1692-08-1,B2,noun,-,,-,-
1694,04-1694-12-1,B2,verb,-,,-,-
1694,04-1694-12-2,B2,verb,-,,-,-
1694,04-1694-12-3,B2,verb,-,,-,-
1695,04-1695-01-1,B2,adjective,-,,-,-
1697,04-1697-12-1,B2,verb,-,,-,-
1701,04-1701-01-1,B2,adjective,-,,-,-
1702,04-1702-12-1,B2,verb,-,,-,-
1705,04-1705-12-1,B2,verb,-,,-,-
1709,04-1709-08-1,B2,noun,-,,-,-
1709,04-1709-08-2,B2,noun,-,,-,-
1711,04-1711-01-1,B2,adjective,-,,-,-
1714,04-1714-12-1,B2,verb,-,,-,-
1715,04-1715-01-1,B2,adjective,-,,-,-
1717,04-1717-08-1,B2,noun,-,,-,-
1717,04-1717-08-2,B2,noun,-,,-,-
1717,04-1717-08-3,B2,noun,-,,-,-
1718,04-1718-12-1,B2,verb,-,,-,-
1720,04-1720-01-1,B2,adjective,-,,-,-
1721,04-1721-03-1,B2,auxiliary verb,-,,-,-
1731,04-1731-01-1,B2,adjective,-,,-,-
1731,04-1731-01-2,B2,adjective,-,,-,-
1734,04-1734-12-1,B2,verb,-,,-,-
1736,04-1736-12-1,B2,verb,-,,-,-
1737,04-1737-08-1,B2,noun,-,,-,-
1743,04-1743-08-1,B2,noun,-,,-,-
1744,04-1744-08-1,B2,noun,-,,-,-
1745,04-1745-12-1,B2,verb,-,,-,-
1746,04-1746-12-1,B2,verb,-,,-,-
1747,04-1747-01-1,B2,adjective,-,,-,-
1747,04-1747-01-2,B2,adjective,-,,-,-
1748,04-1748-01-1,B2,adjective,-,,-,-
1757,04-1757-08-1,B2,noun,-,,-,-
1758,04-1758-12-1,B2,verb,-,,-,-
1761,04-1761-01-1,B2,adjective,-,,-,-
1762,04-1762-02-1,B2,adverb,-,,-,-
1766,04-1766-12-1,B2,verb,-,,-,-
1771,04-1771-01-1,B2,adjective,-,,-,-
1773,04-1773-08-1,B2,noun,-,,-,-
1780,04-1780-12-1,B2,verb,-,,-,-
1780,04-1780-12-2,B2,verb,-,,-,-
1780,04-1780-08-3,B2,noun,-,,-,-
1782,04-1782-12-1,B2,verb,-,,-,-
1783,04-1783-08-1,B2,noun,-,,-,-
1783,04-1783-08-2,B2,noun,-,,-,-
1785,04-1785-01-1,B2,adjective,-,,-,-
1799,04-1799-08-1,B2,noun,-,,-,-
1802,04-1802-01-1,B2,adjective,-,,-,-
1804,04-1804-01-1,B2,adjective,-,,-,-
1805,04-1805-02-1,B2,adverb,-,,-,-
1806,04-1806-08-1,B2,noun,-,,-,-
1807,04-1807-08-1,B2,noun,-,,-,-
1812,04-1812-08-1,B2,noun,-,,-,-
1814,04-1814-08-1,B2,noun,-,,-,-
1816,04-1816-08-1,B2,noun,-,,-,-
1815,04-1815-08-1,B2,noun,-,,-,-
1819,04-1819-01-1,B2,adjective,-,,-,-
1825,04-1825-01-1,B2,adjective,-,,-,-
1826,04-1826-02-1,B2,adverb,-,,-,-
1828,04-1828-01-1,B2,adjective,-,,-,-
1829,04-1829-01-1,B2,adjective,-,,-,-
1831,04-1831-08-1,B2,noun,-,,-,-
1832,04-1832-08-1,B2,noun,-,,-,-
1833,04-1833-08-1,B2,noun,-,,-,-
1835,04-1835-12-1,B2,verb,-,,-,-
1837,04-1837-08-1,B2,noun,-,,-,-
1836,04-1836-08-1,B2,noun,-,,-,-
1838,04-1838-12-1,B2,verb,-,,-,-
1838,04-1838-12-2,B2,verb,-,,-,-
1839,04-1839-01-1,B2,adjective,-,,-,-
1841,04-1841-01-1,B2,adjective,-,,-,-
1843,04-1843-01-1,B2,adjective,-,,-,-
1844,04-1844-02-1,B2,adverb,-,,-,-
1846,04-1846-08-1,B2,noun,-,,-,-
1848,04-1848-02-1,B2,adverb,-,,-,-
1850,04-1850-08-1,B2,noun,-,,-,-
1861,04-1861-12-1,B2,verb,-,,-,-
1865,04-1865-08-1,B2,noun,-,,-,-
1868,04-1868-02-1,B2,adverb,-,,-,-
1869,04-1869-08-1,B2,noun,-,,-,-
1871,04-1871-01-1,B2,adjective,-,,-,-
1873,04-1873-08-1,B2,noun,-,,-,-
1872,04-1872-02-1,B2,adverb,-,,-,-
1873,04-1873-08-1,B2,noun,-,,-,-
1882,04-1882-02-1,B2,adverb,-,,-,-
1888,04-1888-08-1,B2,noun,-,,-,-
1892,04-1892-12-1,B2,verb,-,,-,-
1897,04-1897-08-1,B2,noun,-,,-,-
1898,04-1898-01-1,B2,adjective,-,,-,-
1898,04-1898-01-2,B2,adjective,-,,-,-
1899,04-1899-02-1,B2,adverb,-,,-,-
1902,04-1902-08-1,B2,noun,-,,-,-
1903,04-1903-12-1,B2,verb,-,,-,-
1911,04-1911-12-1,B2,verb,-,,-,-
1912,04-1912-12-1,B2,verb,-,,-,-
1913,04-1913-12-1,B2,verb,-,,-,-
1915,04-1915-08-1,B2,noun,-,,-,-
1916,04-1916-01-1,B2,adjective,-,,-,-
1917,04-1917-08-1,B2,noun,-,,-,-
1918,04-1918-01-1,B2,adjective,-,,-,-
1921,04-1921-01-1,B2,adjective,-,,-,-
1924,04-1924-12-1,B2,verb,-,,-,-
1925,04-1925-08-1,B2,noun,-,,-,-
1926,04-1926-01-1,B2,adjective,-,,-,-
1938,04-1938-08-1,B2,noun,-,,-,-
1940,04-1940-05-1,B2,determiner,-,,-,-
1941,04-1941-12-1,B2,verb,-,,-,-
1944,04-1944-12-1,B2,verb,-,,-,-
1948,04-1948-08-1,B2,noun,-,,-,-
1949,04-1949-01-1,B2,adjective,-,,-,-
1951,04-1951-08-1,B2,noun,-,,-,-
1952,04-1952-01-1,B2,adjective,-,,-,-
1953,04-1953-02-1,B2,adverb,-,,-,-
1954,04-1954-01-1,B2,adjective,-,,-,-
1955,04-1955-02-1,B2,adverb,-,,-,-
1956,04-1956-12-1,B2,verb,-,,-,-
1961,04-1961-08-1,B2,noun,-,,-,-
1964,04-1964-02-1,B2,adverb,-,,-,-
1965,04-1965-01-1,B2,adjective,-,,-,-
1968,04-1968-12-1,B2,verb,-,,-,-
1968,04-1968-08-2,B2,noun,-,,-,-
1969,04-1969-08-1,B2,noun,-,,-,-
1969,04-1969-08-2,B2,noun,-,,-,-
1970,04-1970-01-1,B2,adjective,-,,-,-
1970,04-1970-08-2,B2,noun,-,,-,-
1971,04-1971-08-1,B2,noun,-,,-,-
1972,04-1972-02-1,B2,adverb,-,,-,-
1975,04-1975-12-1,B2,verb,-,,-,-
1978,04-1978-08-1,B2,noun,-,,-,-
1982,04-1982-08-1,B2,noun,-,,-,-
1984,04-1984-08-1,B2,noun,-,,-,-
1985,04-1985-12-1,B2,verb,-,,-,-
1985,04-1985-08-2,B2,noun,-,,-,-
1986,04-1986-02-1,B2,adverb,-,,-,-
1990,04-1990-02-1,B2,adverb,-,,-,-
1991,04-1991-12-1,B2,verb,-,,-,-
1993,04-1993-08-1,B2,noun,-,,-,-
1994,04-1994-12-1,B2,verb,-,,-,-
1993,04-1993-08-1,B2,noun,-,,-,-
1995,04-1995-01-1,B2,adjective,-,,-,-
1994,04-1994-08-1,B2,noun,-,,-,-
2006,04-2006-02-1,B2,adverb,-,,-,-
2008,04-2008-05-1,B2,determiner,-,,-,-
2013,04-2013-08-1,B2,noun,-,,-,-
2014,04-2014-01-1,B2,adjective,-,,-,-
2015,04-2015-02-1,B2,adverb,-,,-,-
2016,04-2016-08-1,B2,noun,-,,-,-
2016,04-2016-01-2,B2,adjective,-,,-,-
2017,04-2017-08-1,B2,noun,-,,-,-
2017,04-2017-08-2,B2,noun,-,,-,-
2020,04-2020-02-1,B2,adverb,-,,-,-
2024,04-2024-08-1,B2,noun,-,,-,-
2025,04-2025-12-1,B2,verb,-,,-,-
2027,04-2027-08-1,B2,noun,-,,-,-
2032,04-2032-08-1,B2,noun,-,,-,-
2033,04-2033-01-1,B2,adjective,-,,-,-
2037,04-2037-12-1,B2,verb,-,,-,-
2044,04-2044-08-1,B2,noun,-,,-,-
2046,04-2046-01-1,B2,adjective,-,,-,-
2048,04-2048-12-1,B2,verb,-,,-,-
2055,04-2055-01-1,B2,adjective,-,,-,-
2056,04-2056-08-1,B2,noun,-,,-,-
2062,04-2062-08-1,B2,noun,-,,-,-
2063,04-2063-01-1,B2,adjective,-,,-,-
2065,04-2065-01-1,B2,adjective,-,,-,-
2066,04-2066-12-1,B2,verb,-,,-,-
2067,04-2067-08-1,B2,noun,-,,-,-
2068,04-2068-12-1,B2,verb,-,,-,-
2069,04-2069-08-1,B2,noun,-,,-,-
2070,04-2070-01-1,B2,adjective,-,,-,-
2073,04-2073-08-1,B2,noun,-,,-,-
2078,04-2078-12-1,B2,verb,-,,-,-
2080,04-2080-01-1,B2,adjective,-,,-,-
2086,04-2086-12-1,B2,verb,-,,-,-
2086,04-2086-12-2,B2,verb,-,,-,-
2088,04-2088-12-1,B2,verb,-,,-,-
2089,04-2089-08-1,B2,noun,-,,-,-
2091,04-2091-12-1,B2,verb,-,,-,-
2091,04-2091-08-2,B2,noun,-,,-,-
2092,04-2092-12-1,B2,verb,-,,-,-
2094,04-2094-12-1,B2,verb,-,,-,-
2095,04-2095-08-1,B2,noun,-,,-,-
2095,04-2095-08-2,B2,noun,-,,-,-
2095,04-2095-08-3,B2,noun,-,,-,-
2098,04-2098-12-1,B2,verb,-,,-,-
2098,04-2098-12-2,B2,verb,-,,-,-
2099,04-2099-08-1,B2,noun,-,,-,-
2099,04-2099-08-2,B2,noun,-,,-,-
2099,04-2099-08-3,B2,noun,-,,-,-
2100,04-2100-01-1,B2,adjective,-,,-,-
2101,04-2101-08-1,B2,noun,-,,-,-
2103,04-2103-01-1,B2,adjective,-,,-,-
2103,04-2103-01-2,B2,adjective,-,,-,-
2107,04-2107-12-1,B2,verb,-,,-,-
2107,04-2107-08-2,B2,noun,-,,-,-
2108,04-2108-02-1,B2,adverb,-,,-,-
2111,04-2111-01-1,B2,adjective,-,,-,-
2111,04-2111-01-2,B2,adjective,-,,-,-
2117,04-2117-08-1,B2,noun,-,,-,-
2118,04-2118-08-1,B2,noun,-,,-,-
2119,04-2119-08-1,B2,noun,-,,-,-
2120,04-2120-08-1,B2,noun,-,,-,-
2123,04-2123-12-1,B2,verb,-,,-,-
2123,04-2123-12-2,B2,verb,-,,-,-
2129,04-2129-08-1,B2,noun,-,,-,-
2130,04-2130-08-1,B2,noun,-,,-,-
2131,04-2131-08-1,B2,noun,-,,-,-
2133,04-2133-12-1,B2,verb,-,,-,-
2134,04-2134-12-1,B2,verb,-,,-,-
2134,04-2134-12-2,B2,verb,-,,-,-
2135,04-2135-08-1,B2,noun,-,,-,-
2135,04-2135-08-2,B2,noun,-,,-,-
2136,04-2136-01-1,B2,adjective,-,,-,-
2136,04-2136-12-2,B2,verb,-,,-,-
2138,04-2138-02-1,B2,adverb,-,,-,-
2140,04-2140-08-1,B2,noun,-,,-,-
2140,04-2140-08-2,B2,noun,-,,-,-
2140,04-2140-08-3,B2,noun,-,,-,-
2141,04-2141-01-1,B2,adjective,-,,-,-
2143,04-2143-08-1,B2,noun,-,,-,-
2144,04-2144-01-1,B2,adjective,-,,-,-
2145,04-2145-08-1,B2,noun,-,,-,-
2152,04-2152-12-1,B2,verb,-,,-,-
2154,04-2154-02-1,B2,adverb,-,,-,-
2155,04-2155-08-1,B2,noun,-,,-,-
2156,04-2156-02-1,B2,adverb,-,,-,-
2156,04-2156-01-2,B2,adjective,-,,-,-
2163,04-2163-01-1,B2,adjective,-,,-,-
2164,04-2164-01-1,B2,adjective,-,,-,-
2171,04-2171-08-1,B2,noun,-,,-,-
2172,04-2172-01-1,B2,adjective,-,,-,-
2172,04-2172-01-2,B2,adjective,-,,-,-
2173,04-2173-08-1,B2,noun,-,,-,-
2173,04-2173-08-2,B2,noun,-,,-,-
2175,04-2175-08-1,B2,noun,-,,-,-
2177,04-2177-08-1,B2,noun,-,,-,-
2177,04-2177-08-2,B2,noun,-,,-,-
2179,04-2179-01-1,B2,adjective,-,,-,-
2181,04-2181-01-1,B2,adjective,-,,-,-
2184,04-2184-12-1,B2,verb,-,,-,-
2184,04-2184-12-2,B2,verb,-,,-,-
2190,04-2190-08-1,B2,noun,-,,-,-
2191,04-2191-08-1,B2,noun,-,,-,-
2191,04-2191-08-2,B2,noun,-,,-,-
2191,04-2191-12-3,B2,verb,-,,-,-
2192,04-2192-01-1,B2,adjective,-,,-,-
2196,04-2196-08-1,B2,noun,-,,-,-
2197,04-2197-12-1,B2,verb,-,,-,-
2197,04-2197-12-2,B2,verb,-,,-,-
2198,04-2198-08-1,B2,noun,-,,-,-
2199,04-2199-01-1,B2,adjective,-,,-,-
2200,04-2200-08-1,B2,noun,-,,-,-
2202,04-2202-08-1,B2,noun,-,,-,-
2212,04-2212-08-1,B2,noun,-,,-,-
2213,04-2213-01-1,B2,adjective,-,,-,-
2213,04-2213-01-2,B2,adjective,-,,-,-
2213,04-2213-01-3,B2,adjective,-,,-,-
2217,04-2217-12-1,B2,verb,-,,-,-
2217,04-2217-12-2,B2,verb,-,,-,-
2217,04-2217-12-3,B2,verb,-,,-,-
2217,04-2217-12-4,B2,verb,-,,-,-
2217,04-2217-08-5,B2,noun,-,,-,-
2217,04-2217-08-6,B2,noun,-,,-,-
2218,04-2218-08-1,B2,noun,-,,-,-
2219,04-2219-08-1,B2,noun,-,,-,-
2219,04-2219-08-2,B2,noun,-,,-,-
2228,04-2228-08-1,B2,noun,-,,-,-
2228,04-2228-12-2,B2,verb,-,,-,-
2230,04-2230-02-1,B2,adverb,-,,-,-
2232,04-2232-01-1,B2,adjective,-,,-,-
2232,04-2232-12-2,B2,verb,-,,-,-
2232,04-2232-02-3,B2,adverb,-,,-,-
2233,04-2233-02-1,B2,adverb,-,,-,-
2235,04-2235-08-1,B2,noun,-,,-,-
2238,04-2238-12-1,B2,verb,-,,-,-
2238,04-2238-12-2,B2,verb,-,,-,-
2239,04-2239-08-1,B2,noun,-,,-,-
2244,04-2244-01-1,B2,adjective,-,,-,-
2244,04-2244-01-2,B2,adjective,-,,-,-
2245,04-2245-02-1,B2,adverb,-,,-,-
2245,04-2245-02-2,B2,adverb,-,,-,-
2247,04-2247-08-1,B2,noun,-,,-,-
2250,04-2250-02-1,B2,adverb,-,,-,-
5871,04-5871-08-1,B2,noun,-,,-,-
2252,04-2252-08-1,B2,noun,-,,-,-
2255,04-2255-12-1,B2,verb,-,,-,-
2258,04-2258-12-1,B2,verb,-,,-,-
2259,04-2259-01-1,B2,adjective,-,,-,-
2262,04-2262-08-1,B2,noun,-,,-,-
2263,04-2263-12-1,B2,verb,-,,-,-
2263,04-2263-08-2,B2,noun,-,,-,-
2263,04-2263-08-3,B2,noun,-,,-,-
2265,04-2265-01-1,B2,adjective,-,,-,-
2265,04-2265-02-2,B2,adverb,-,,-,-
2274,04-2274-08-1,B2,noun,-,,-,-
2275,04-2275-01-1,B2,adjective,-,,-,-
2278,04-2278-12-1,B2,verb,-,,-,-
2287,04-2287-08-1,B2,noun,-,,-,-
2288,04-2288-01-1,B2,adjective,-,,-,-
2288,04-2288-01-2,B2,adjective,-,,-,-
2289,04-2289-02-1,B2,adverb,-,,-,-
2292,04-2292-12-1,B2,verb,-,,-,-
2301,04-2301-10-1,B2,preposition,-,,-,-
2302,04-2302-01-1,B2,adjective,-,,-,-
2304,04-2304-12-1,B2,verb,-,,-,-
2305,04-2305-01-1,B2,adjective,-,,-,-
2306,04-2306-02-1,B2,adverb,-,,-,-
2311,04-2311-10-1,B2,preposition,-,,-,-
2312,04-2312-12-1,B2,verb,-,,-,-
2314,04-2314-08-1,B2,noun,-,,-,-
2314,04-2314-08-2,B2,noun,-,,-,-
2314,04-2314-12-3,B2,verb,-,,-,-
2318,04-2318-01-1,B2,adjective,-,,-,-
2323,04-2323-02-1,B2,adverb,-,,-,-
2329,04-2329-08-1,B2,noun,-,,-,-
2329,04-2329-12-2,B2,verb,-,,-,-
2329,04-2329-12-3,B2,verb,-,,-,-
2330,04-2330-01-1,B2,adjective,-,,-,-
2335,04-2335-02-1,B2,adverb,-,,-,-
2339,04-2339-01-1,B2,adjective,-,,-,-
2341,04-2341-01-1,B2,adjective,-,,-,-
2343,04-2343-08-1,B2,noun,-,,-,-
2343,04-2343-08-2,B2,noun,-,,-,-
2345,04-2345-02-1,B2,adverb,-,,-,-
2347,04-2347-12-1,B2,verb,-,,-,-
2354,04-2354-08-1,B2,noun,-,,-,-
2360,04-2360-08-1,B2,noun,-,,-,-
2362,04-2362-02-1,B2,adverb,-,,-,-
2366,04-2366-01-1,B2,adjective,-,,-,-
2366,04-2366-01-2,B2,adjective,-,,-,-
2366,04-2366-01-3,B2,adjective,-,,-,-
2366,04-2366-02-4,B2,adverb,-,,-,-
2366,04-2366-12-5,B2,verb,-,,-,-
2367,04-2367-08-1,B2,noun,-,,-,-
2368,04-2368-02-1,B2,adverb,-,,-,-
2369,04-2369-12-1,B2,verb,-,,-,-
2369,04-2369-12-2,B2,verb,-,,-,-
2375,04-2375-01-1,B2,adjective,-,,-,-
2380,04-2380-08-1,B2,noun,-,,-,-
2384,04-2384-12-1,B2,verb,-,,-,-
2389,04-2389-10-1,B2,preposition,-,,-,-
2389,04-2389-10-2,B2,preposition,-,,-,-
2389,04-2389-10-3,B2,preposition,-,,-,-
2389,04-2389-10-4,B2,preposition,-,,-,-
2392,04-2392-08-1,B2,noun,-,,-,-
2399,04-2399-08-1,B2,noun,-,,-,-
2405,04-2405-01-1,B2,adjective,-,,-,-
2411,04-2411-08-1,B2,noun,-,,-,-
2412,04-2412-01-1,B2,adjective,-,,-,-
2417,04-2417-08-1,B2,noun,-,,-,-
2420,04-2420-01-1,B2,adjective,-,,-,-
2421,04-2421-02-1,B2,adverb,-,,-,-
2424,04-2424-02-1,B2,adverb,-,,-,-
2425,04-2425-02-1,B2,adverb,-,,-,-
2435,04-2435-08-1,B2,noun,-,,-,-
2437,04-2437-08-1,B2,noun,-,,-,-
2437,04-2437-08-2,B2,noun,-,,-,-
2438,04-2438-08-1,B2,noun,-,,-,-
2438,04-2438-08-2,B2,noun,-,,-,-
2438,04-2438-08-3,B2,noun,-,,-,-
2442,04-2442-08-1,B2,noun,-,,-,-
2441,04-2441-08-1,B2,noun,-,,-,-
2445,04-2445-08-1,B2,noun,-,,-,-
2448,04-2448-12-1,B2,verb,-,,-,-
2448,04-2448-12-2,B2,verb,-,,-,-
2452,04-2452-08-1,B2,noun,-,,-,-
2452,04-2452-08-2,B2,noun,-,,-,-
2453,04-2453-08-1,B2,noun,-,,-,-
2453,04-2453-08-2,B2,noun,-,,-,-
2455,04-2455-01-1,B2,adjective,-,,-,-
2455,04-2455-01-2,B2,adjective,-,,-,-
2458,04-2458-02-1,B2,adverb,-,,-,-
2458,04-2458-02-2,B2,adverb,-,,-,-
2459,04-2459-12-1,B2,verb,-,,-,-
2459,04-2459-12-2,B2,verb,-,,-,-
2460,04-2460-08-1,B2,noun,-,,-,-
2460,04-2460-08-2,B2,noun,-,,-,-
2460,04-2460-08-3,B2,noun,-,,-,-
2461,04-2461-08-1,B2,noun,-,,-,-
2463,04-2463-02-1,B2,adverb,-,,-,-
