Root,Serial,Level,part_of_speech,Addition,Explaination,ExplainationE,ExplainationC
005732,04-005732-08-1,B2,noun,-,,-,-
005734,04-005734-12-1,B2,verb,-,,-,-
005734,04-005734-12-2,B2,verb,-,,-,-
005735,04-005735-08-1,B2,noun,-,,-,-
005735,04-005735-12-2,B2,verb,-,,-,-
005738,04-005738-12-1,B2,verb,-,,-,-
005748,04-005748-08-1,B2,noun,-,,-,-
005748,04-005748-12-2,B2,verb,-,,-,-
005749,04-005749-12-1,B2,verb,-,,-,-
005750,04-005750-01-1,B2,adjective,-,,-,-
005751,04-005751-08-1,B2,noun,-,,-,-
005752,04-005752-08-1,B2,noun,-,,-,-
005754,04-005754-08-1,B2,noun,-,,-,-
005756,04-005756-01-1,B2,adjective,-,,-,-
005758,04-005758-08-1,B2,noun,-,,-,-
005759,04-005759-08-1,B2,noun,-,,-,-
005762,04-005762-08-1,B2,noun,-,,-,-
005768,04-005768-08-1,B2,noun,-,,-,-
005768,04-005768-01-2,B2,adjective,-,,-,-
005769,04-005769-12-1,B2,verb,-,,-,-
005769,04-005769-12-2,B2,verb,-,,-,-
005774,04-005774-08-1,B2,noun,-,,-,-
005775,04-005775-12-1,B2,verb,-,,-,-
005775,04-005775-12-2,B2,verb,-,,-,-
005778,04-005778-08-1,B2,noun,-,,-,-
005781,04-005781-12-1,B2,verb,-,,-,-
005781,04-005781-12-2,B2,verb,-,,-,-
005781,04-005781-08-3,B2,noun,-,,-,-
005785,04-005785-08-1,B2,noun,-,,-,-
005788,04-005788-08-1,B2,noun,-,,-,-
005788,04-005788-12-2,B2,verb,-,,-,-
005789,04-005789-08-1,B2,noun,-,,-,-
005789,04-005789-08-2,B2,noun,-,,-,-
005790,04-005790-08-1,B2,noun,-,,-,-
005791,04-005791-08-1,B2,noun,-,,-,-
005791,04-005791-08-2,B2,noun,-,,-,-
005791,04-005791-08-3,B2,noun,-,,-,-
005806,04-005806-08-1,B2,noun,-,,-,-
005805,04-005805-12-1,B2,verb,-,,-,-
005807,04-005807-01-1,B2,adjective,-,,-,-
005807,04-005807-01-2,B2,adjective,-,,-,-
005812,04-005812-01-1,B2,adjective,-,,-,-
005818,04-005818-08-1,B2,noun,-,,-,-
005820,04-005820-08-1,B2,noun,-,,-,-
005822,04-005822-12-1,B2,verb,-,,-,-
005824,04-005824-08-1,B2,noun,-,,-,-
005827,04-005827-02-1,B2,adverb,-,,-,-
005829,04-005829-08-1,B2,noun,-,,-,-
005836,04-005836-01-1,B2,adjective,-,,-,-
005836,04-005836-01-2,B2,adjective,-,,-,-
005837,04-005837-08-1,B2,noun,-,,-,-
005837,04-005837-08-2,B2,noun,-,,-,-
005839,04-005839-08-1,B2,noun,-,,-,-
005840,04-005840-08-1,B2,noun,-,,-,-
005841,04-005841-08-1,B2,noun,-,,-,-
005842,04-005842-08-1,B2,noun,-,,-,-
005844,04-005844-02-1,B2,adverb,-,,-,-
005847,04-005847-12-1,B2,verb,-,,-,-
005848,04-005848-01-1,B2,adjective,-,,-,-
005850,04-005850-08-1,B2,noun,-,,-,-
005850,04-005850-08-2,B2,noun,-,,-,-
005851,04-005851-08-1,B2,noun,-,,-,-
005853,04-005853-08-1,B2,noun,-,,-,-
005852,04-005852-08-1,B2,noun,-,,-,-
005855,04-005855-08-1,B2,noun,-,,-,-
005855,04-005855-12-2,B2,verb,-,,-,-
005855,04-005855-12-3,B2,verb,-,,-,-
005857,04-005857-08-1,B2,noun,-,,-,-
005866,04-005866-08-1,B2,noun,-,,-,-
005867,04-005867-11-1,B2,pronoun,-,,-,-
005867,04-005867-11-2,B2,pronoun,-,,-,-
005867,04-005867-02-3,B2,adverb,-,,-,-
005868,04-005868-05-1,B2,determiner,-,,-,-
005868,04-005868-05-2,B2,determiner,-,,-,-
005881,04-005881-08-1,B2,noun,-,,-,-
005885,04-005885-08-1,B2,noun,-,,-,-
005886,04-005886-11-1,B2,pronoun,-,,-,-
005887,04-005887-02-1,B2,adverb,-,,-,-
005890,04-005890-08-1,B2,noun,-,,-,-
005893,04-005893-08-1,B2,noun,-,,-,-
005894,04-005894-02-1,B2,adverb,-,,-,-
005898,04-005898-08-1,B2,noun,-,,-,-
005900,04-005900-08-1,B2,noun,-,,-,-
005901,04-005901-11-1,B2,pronoun,-,,-,-
005902,04-005902-01-1,B2,adjective,-,,-,-
005904,04-005904-08-1,B2,noun,-,,-,-
005906,04-005906-08-1,B2,noun,-,,-,-
005906,04-005906-08-2,B2,noun,-,,-,-
005907,04-005907-12-1,B2,verb,-,,-,-
005909,04-005909-08-1,B2,noun,-,,-,-
005877,04-005877-08-1,B2,noun,-,,-,-
005910,04-005910-08-1,B2,noun,-,,-,-
005915,04-005915-01-1,B2,adjective,-,,-,-
005916,04-005916-02-1,B2,adverb,-,,-,-
005916,04-005916-02-2,B2,adverb,-,,-,-
005918,04-005918-04-1,B2,conjunction,-,,-,-
005918,04-005918-02-2,B2,adverb,-,,-,-
005919,04-005919-08-1,B2,noun,-,,-,-
005920,04-005920-01-1,B2,adjective,-,,-,-
005925,04-005925-08-1,B2,noun,-,,-,-
005925,04-005925-08-2,B2,noun,-,,-,-
005926,04-005926-12-1,B2,verb,-,,-,-
005930,04-005930-01-1,B2,adjective,-,,-,-
005932,04-005932-01-1,B2,adjective,-,,-,-
005938,04-005938-10-1,B2,preposition,-,,-,-
005943,04-005943-02-1,B2,adverb,-,,-,-
005946,04-005946-08-1,B2,noun,-,,-,-
005950,04-005950-01-1,B2,adjective,-,,-,-
005950,04-005950-01-2,B2,adjective,-,,-,-
005950,04-005950-01-3,B2,adjective,-,,-,-
005950,04-005950-02-4,B2,adverb,-,,-,-
005951,04-005951-12-1,B2,verb,-,,-,-
005952,04-005952-02-1,B2,adverb,-,,-,-
005956,04-005956-08-1,B2,noun,-,,-,-
005956,04-005956-12-2,B2,verb,-,,-,-
005958,04-005958-10-1,B2,preposition,-,,-,-
005959,04-005959-08-1,B2,noun,-,,-,-
005961,04-005961-08-1,B2,noun,-,,-,-
005962,04-005962-08-1,B2,noun,-,,-,-
005967,04-005967-08-1,B2,noun,-,,-,-
005972,04-005972-10-1,B2,preposition,-,,-,-
005975,04-005975-02-1,B2,adverb,-,,-,-
005975,04-005975-08-2,B2,noun,-,,-,-
005978,04-005978-08-1,B2,noun,-,,-,-
005979,04-005979-02-1,B2,adverb,-,,-,-
005979,04-005979-02-2,B2,adverb,-,,-,-
005984,04-005984-12-1,B2,verb,-,,-,-
005987,04-005987-08-1,B2,noun,-,,-,-
005989,04-005989-08-1,B2,noun,-,,-,-
005990,04-005990-08-1,B2,noun,-,,-,-
005990,04-005990-08-2,B2,noun,-,,-,-
005994,04-005994-08-1,B2,noun,-,,-,-
005994,04-005994-08-2,B2,noun,-,,-,-
005999,04-005999-02-1,B2,adverb,-,,-,-
006001,04-006001-08-1,B2,noun,-,,-,-
006002,04-006002-08-1,B2,noun,-,,-,-
006005,04-006005-01-1,B2,adjective,-,,-,-
006008,04-006008-12-1,B2,verb,-,,-,-
006008,04-006008-12-2,B2,verb,-,,-,-
006008,04-006008-08-3,B2,noun,-,,-,-
006008,04-006008-08-4,B2,noun,-,,-,-
006009,04-006009-01-1,B2,adjective,-,,-,-
006009,04-006009-01-2,B2,adjective,-,,-,-
006009,04-006009-01-3,B2,adjective,-,,-,-
006016,04-006016-10-1,B2,preposition,-,,-,-
006020,04-006020-01-1,B2,adjective,-,,-,-
006022,04-006022-08-1,B2,noun,-,,-,-
006023,04-006023-08-1,B2,noun,-,,-,-
006023,04-006023-08-2,B2,noun,-,,-,-
006023,04-006023-08-3,B2,noun,-,,-,-
006026,04-006026-08-1,B2,noun,-,,-,-
006026,04-006026-12-2,B2,verb,-,,-,-
006028,04-006028-08-1,B2,noun,-,,-,-
006030,04-006030-02-1,B2,adverb,-,,-,-
006035,04-006035-01-1,B2,adjective,-,,-,-
006034,04-006034-08-1,B2,noun,-,,-,-
006037,04-006037-08-1,B2,noun,-,,-,-
006038,04-006038-12-1,B2,verb,-,,-,-
006038,04-006038-12-2,B2,verb,-,,-,-
006047,04-006047-12-1,B2,verb,-,,-,-
006047,04-006047-08-2,B2,noun,-,,-,-
006048,04-006048-12-1,B2,verb,-,,-,-
006051,04-006051-01-1,B2,adjective,-,,-,-
006056,04-006056-01-1,B2,adjective,-,,-,-
006058,04-006058-12-1,B2,verb,-,,-,-
006058,04-006058-08-2,B2,noun,-,,-,-
006060,04-006060-08-1,B2,noun,-,,-,-
006060,04-006060-08-2,B2,noun,-,,-,-
006067,04-006067-08-1,B2,noun,-,,-,-
006069,04-006069-08-1,B2,noun,-,,-,-
006070,04-006070-12-1,B2,verb,-,,-,-
006070,04-006070-12-2,B2,verb,-,,-,-
006070,04-006070-12-3,B2,verb,-,,-,-
006070,04-006070-12-4,B2,verb,-,,-,-
006071,04-006071-08-1,B2,noun,-,,-,-
006071,04-006071-08-2,B2,noun,-,,-,-
006075,04-006075-08-1,B2,noun,-,,-,-
006076,04-006076-12-1,B2,verb,-,,-,-
006077,04-006077-01-1,B2,adjective,-,,-,-
006078,04-006078-02-1,B2,adverb,-,,-,-
006077,04-006077-01-1,B2,adjective,-,,-,-
006080,04-006080-08-1,B2,noun,-,,-,-
006081,04-006081-08-1,B2,noun,-,,-,-
006083,04-006083-08-1,B2,noun,-,,-,-
006085,04-006085-08-1,B2,noun,-,,-,-
006086,04-006086-01-1,B2,adjective,-,,-,-
006085,04-006085-12-1,B2,verb,-,,-,-
006090,04-006090-12-1,B2,verb,-,,-,-
006092,04-006092-01-1,B2,adjective,-,,-,-
006093,04-006093-08-1,B2,noun,-,,-,-
006096,04-006096-01-1,B2,adjective,-,,-,-
006095,04-006095-08-1,B2,noun,-,,-,-
006097,04-006097-08-1,B2,noun,-,,-,-
006097,04-006097-08-2,B2,noun,-,,-,-
006097,04-006097-08-3,B2,noun,-,,-,-
006103,04-006103-02-1,B2,adverb,-,,-,-
006105,04-006105-08-1,B2,noun,-,,-,-
006106,04-006106-08-1,B2,noun,-,,-,-
006108,04-006108-08-1,B2,noun,-,,-,-
006109,04-006109-08-1,B2,noun,-,,-,-
006110,04-006110-08-1,B2,noun,-,,-,-
006118,04-006118-12-1,B2,verb,-,,-,-
006118,04-006118-08-2,B2,noun,-,,-,-
006121,04-006121-08-1,B2,noun,-,,-,-
006127,04-006127-01-1,B2,adjective,-,,-,-
006131,04-006131-02-1,B2,adverb,-,,-,-
006133,04-006133-01-1,B2,adjective,-,,-,-
006136,04-006136-01-1,B2,adjective,-,,-,-
006142,04-006142-01-1,B2,adjective,-,,-,-
006143,04-006143-01-1,B2,adjective,-,,-,-
006146,04-006146-01-1,B2,adjective,-,,-,-
006148,04-006148-01-1,B2,adjective,-,,-,-
006149,04-006149-01-1,B2,adjective,-,,-,-
006151,04-006151-01-1,B2,adjective,-,,-,-
006151,04-006151-01-2,B2,adjective,-,,-,-
006153,04-006153-01-1,B2,adjective,-,,-,-
006155,04-006155-01-1,B2,adjective,-,,-,-
006160,04-006160-01-1,B2,adjective,-,,-,-
006167,04-006167-10-1,B2,preposition,-,,-,-
006169,04-006169-12-1,B2,verb,-,,-,-
006171,04-006171-01-1,B2,adjective,-,,-,-
006171,04-006171-01-2,B2,adjective,-,,-,-
006172,04-006172-12-1,B2,verb,-,,-,-
006175,04-006175-02-1,B2,adverb,-,,-,-
006179,04-006179-01-1,B2,adjective,-,,-,-
006181,04-006181-08-1,B2,noun,-,,-,-
006181,04-006181-08-2,B2,noun,-,,-,-
006181,04-006181-01-3,B2,adjective,-,,-,-
006184,04-006184-01-1,B2,adjective,-,,-,-
006189,04-006189-12-1,B2,verb,-,,-,-
006189,04-006189-12-2,B2,verb,-,,-,-
006191,04-006191-02-1,B2,adverb,-,,-,-
006193,04-006193-01-1,B2,adjective,-,,-,-
006195,04-006195-01-1,B2,adjective,-,,-,-
006202,04-006202-02-1,B2,adverb,-,,-,-
006203,04-006203-01-1,B2,adjective,-,,-,-
006204,04-006204-02-1,B2,adverb,-,,-,-
006205,04-006205-01-1,B2,adjective,-,,-,-
006206,04-006206-01-1,B2,adjective,-,,-,-
006208,04-006208-01-1,B2,adjective,-,,-,-
006212,04-006212-01-1,B2,adjective,-,,-,-
006212,04-006212-01-2,B2,adjective,-,,-,-
006215,04-006215-08-1,B2,noun,-,,-,-
006218,04-006218-01-1,B2,adjective,-,,-,-
006225,04-006225-08-1,B2,noun,-,,-,-
006226,04-006226-01-1,B2,adjective,-,,-,-
006226,04-006226-01-2,B2,adjective,-,,-,-
006229,04-006229-01-1,B2,adjective,-,,-,-
006229,04-006229-01-2,B2,adjective,-,,-,-
006231,04-006231-01-1,B2,adjective,-,,-,-
006238,04-006238-10-1,B2,preposition,-,,-,-
006240,04-006240-01-1,B2,adjective,-,,-,-
006242,04-006242-12-1,B2,verb,-,,-,-
006245,04-006245-01-1,B2,adjective,-,,-,-
006252,04-006252-01-1,B2,adjective,-,,-,-
006254,04-006254-01-1,B2,adjective,-,,-,-
006260,04-006260-01-1,B2,adjective,-,,-,-
006261,04-006261-01-1,B2,adjective,-,,-,-
006264,04-006264-01-1,B2,adjective,-,,-,-
006267,04-006267-01-1,B2,adjective,-,,-,-
006271,04-006271-01-1,B2,adjective,-,,-,-
006273,04-006273-01-1,B2,adjective,-,,-,-
006274,04-006274-01-1,B2,adjective,-,,-,-
006278,04-006278-12-1,B2,verb,-,,-,-
006285,04-006285-01-1,B2,adjective,-,,-,-
006290,04-006290-02-1,B2,adverb,-,,-,-
006290,04-006290-02-2,B2,adverb,-,,-,-
006292,04-006292-08-1,B2,noun,-,,-,-
006294,04-006294-12-1,B2,verb,-,,-,-
006294,04-006294-08-2,B2,noun,-,,-,-
006294,04-006294-08-3,B2,noun,-,,-,-
006295,04-006295-08-1,B2,noun,-,,-,-
006295,04-006295-12-2,B2,verb,-,,-,-
006300,04-006300-10-1,B2,preposition,-,,-,-
006303,04-006303-01-1,B2,adjective,-,,-,-
006304,04-006304-12-1,B2,verb,-,,-,-
006305,04-006305-02-1,B2,adverb,-,,-,-
006309,04-006309-01-1,B2,adjective,-,,-,-
006315,04-006315-12-1,B2,verb,-,,-,-
006315,04-006315-08-2,B2,noun,-,,-,-
006326,04-006326-01-1,B2,adjective,-,,-,-
006326,04-006326-01-2,B2,adjective,-,,-,-
006333,04-006333-01-1,B2,adjective,-,,-,-
006333,04-006333-01-2,B2,adjective,-,,-,-
006336,04-006336-01-1,B2,adjective,-,,-,-
006337,04-006337-12-1,B2,verb,-,,-,-
006340,04-006340-12-1,B2,verb,-,,-,-
006343,04-006343-08-1,B2,noun,-,,-,-
006344,04-006344-01-1,B2,adjective,-,,-,-
006347,04-006347-12-1,B2,verb,-,,-,-
006347,04-006347-12-2,B2,verb,-,,-,-
006349,04-006349-01-1,B2,adjective,-,,-,-
006358,04-006358-08-1,B2,noun,-,,-,-
006364,04-006364-08-1,B2,noun,-,,-,-
006365,04-006365-08-1,B2,noun,-,,-,-
006377,04-006377-08-1,B2,noun,-,,-,-
006378,04-006378-08-1,B2,noun,-,,-,-
006382,04-006382-08-1,B2,noun,-,,-,-
006383,04-006383-08-1,B2,noun,-,,-,-
006388,04-006388-08-1,B2,noun,-,,-,-
006390,04-006390-08-1,B2,noun,-,,-,-
006391,04-006391-01-1,B2,adjective,-,,-,-
006392,04-006392-02-1,B2,adverb,-,,-,-
006391,04-006391-01-1,B2,adjective,-,,-,-
006395,04-006395-01-1,B2,adjective,-,,-,-
006397,04-006397-02-1,B2,adverb,-,,-,-
006396,04-006396-08-1,B2,noun,-,,-,-
006397,04-006397-02-1,B2,adverb,-,,-,-
006399,04-006399-08-1,B2,noun,-,,-,-
006401,04-006401-01-1,B2,adjective,-,,-,-
006403,04-006403-08-1,B2,noun,-,,-,-
006403,04-006403-08-2,B2,noun,-,,-,-
006406,04-006406-01-1,B2,adjective,-,,-,-
006407,04-006407-01-1,B2,adjective,-,,-,-
006410,04-006410-08-1,B2,noun,-,,-,-
006412,04-006412-01-1,B2,adjective,-,,-,-
006412,04-006412-01-2,B2,adjective,-,,-,-
006413,04-006413-02-1,B2,adverb,-,,-,-
006418,04-006418-08-1,B2,noun,-,,-,-
006420,04-006420-08-1,B2,noun,-,,-,-
006423,04-006423-08-1,B2,noun,-,,-,-
006425,04-006425-08-1,B2,noun,-,,-,-
006429,04-006429-08-1,B2,noun,-,,-,-
006432,04-006432-08-1,B2,noun,-,,-,-
006433,04-006433-08-1,B2,noun,-,,-,-
006442,04-006442-12-1,B2,verb,-,,-,-
006445,04-006445-08-1,B2,noun,-,,-,-
006448,04-006448-12-1,B2,verb,-,,-,-
006449,04-006449-02-1,B2,adverb,-,,-,-
006449,04-006449-02-2,B2,adverb,-,,-,-
006450,04-006450-08-1,B2,noun,-,,-,-
006450,04-006450-08-2,B2,noun,-,,-,-
006458,04-006458-08-1,B2,noun,-,,-,-
006459,04-006459-08-1,B2,noun,-,,-,-
006460,04-006460-12-1,B2,verb,-,,-,-
006461,04-006461-12-1,B2,verb,-,,-,-
006463,04-006463-01-1,B2,adjective,-,,-,-
006464,04-006464-08-1,B2,noun,-,,-,-
006467,04-006467-01-1,B2,adjective,-,,-,-
006467,04-006467-01-2,B2,adjective,-,,-,-
006467,04-006467-01-3,B2,adjective,-,,-,-
006469,04-006469-08-1,B2,noun,-,,-,-
006469,04-006469-08-2,B2,noun,-,,-,-
006470,04-006470-08-1,B2,noun,-,,-,-
006471,04-006471-01-1,B2,adjective,-,,-,-
006472,04-006472-08-1,B2,noun,-,,-,-
006473,04-006473-12-1,B2,verb,-,,-,-
006488,04-006488-12-1,B2,verb,-,,-,-
006489,04-006489-08-1,B2,noun,-,,-,-
006489,04-006489-08-2,B2,noun,-,,-,-
006490,04-006490-01-1,B2,adjective,-,,-,-
006491,04-006491-12-1,B2,verb,-,,-,-
006491,04-006491-01-2,B2,adjective,-,,-,-
006492,04-006492-08-1,B2,noun,-,,-,-
006493,04-006493-02-1,B2,adverb,-,,-,-
006494,04-006494-01-1,B2,adjective,-,,-,-
006496,04-006496-01-1,B2,adjective,-,,-,-
006503,04-006503-01-1,B2,adjective,-,,-,-
006504,04-006504-01-1,B2,adjective,-,,-,-
006511,04-006511-11-1,B2,pronoun,-,,-,-
006511,04-006511-05-2,B2,determiner,-,,-,-
006512,04-006512-08-1,B2,noun,-,,-,-
006515,04-006515-04-1,B2,conjunction,-,,-,-
006517,04-006517-04-1,B2,conjunction,-,,-,-
006519,04-006519-04-1,B2,conjunction,-,,-,-
006523,04-006523-11-1,B2,pronoun,-,,-,-
006524,04-006524-05-1,B2,determiner,-,,-,-
006523,04-006523-11-1,B2,pronoun,-,,-,-
006524,04-006524-05-1,B2,determiner,-,,-,-
006524,04-006524-11-2,B2,pronoun,-,,-,-
006525,04-006525-04-1,B2,conjunction,-,,-,-
006528,04-006528-12-1,B2,verb,-,,-,-
006527,04-006527-08-1,B2,noun,-,,-,-
006529,04-006529-12-1,B2,verb,-,,-,-
006529,04-006529-08-2,B2,noun,-,,-,-
006532,04-006532-11-1,B2,pronoun,-,,-,-
006532,04-006532-11-2,B2,pronoun,-,,-,-
006536,04-006536-11-1,B2,pronoun,-,,-,-
006540,04-006540-02-1,B2,adverb,-,,-,-
006541,04-006541-02-1,B2,adverb,-,,-,-
006542,04-006542-12-1,B2,verb,-,,-,-
006542,04-006542-12-2,B2,verb,-,,-,-
006544,04-006544-08-1,B2,noun,-,,-,-
006545,04-006545-08-1,B2,noun,-,,-,-
006548,04-006548-01-1,B2,adjective,-,,-,-
006548,04-006548-01-2,B2,adjective,-,,-,-
006551,04-006551-02-1,B2,adverb,-,,-,-
006552,04-006552-08-1,B2,noun,-,,-,-
006554,04-006554-02-1,B2,adverb,-,,-,-
006555,04-006555-08-1,B2,noun,-,,-,-
006557,04-006557-12-1,B2,verb,-,,-,-
006559,04-006559-01-1,B2,adjective,-,,-,-
006565,04-006565-08-1,B2,noun,-,,-,-
006569,04-006569-12-1,B2,verb,-,,-,-
006570,04-006570-08-1,B2,noun,-,,-,-
006570,04-006570-08-2,B2,noun,-,,-,-
006571,04-006571-08-1,B2,noun,-,,-,-
006572,04-006572-01-1,B2,adjective,-,,-,-
006574,04-006574-08-1,B2,noun,-,,-,-
006577,04-006577-10-1,B2,preposition,-,,-,-
006577,04-006577-10-2,B2,preposition,-,,-,-
006581,04-006581-10-1,B2,preposition,-,,-,-
006584,04-006584-08-1,B2,noun,-,,-,-
006584,04-006584-12-2,B2,verb,-,,-,-
006585,04-006585-01-1,B2,adjective,-,,-,-
006586,04-006586-08-1,B2,noun,-,,-,-
006595,04-006595-08-1,B2,noun,-,,-,-
006605,04-006605-01-1,B2,adjective,-,,-,-
006606,04-006606-08-1,B2,noun,-,,-,-
006608,04-006608-12-1,B2,verb,-,,-,-
006609,04-006609-01-1,B2,adjective,-,,-,-
006608,04-006608-08-1,B2,noun,-,,-,-
006613,04-006613-02-1,B2,adverb,-,,-,-
006615,04-006615-01-1,B2,adjective,-,,-,-
006617,04-006617-07-1,B2,modal verb,-,,-,-
006619,04-006619-08-1,B2,noun,-,,-,-
006619,04-006619-12-2,B2,verb,-,,-,-
006621,04-006621-12-1,B2,verb,-,,-,-
006627,04-006627-08-1,B2,noun,-,,-,-
006630,04-006630-08-1,B2,noun,-,,-,-
006632,04-006632-01-1,B2,adjective,-,,-,-
006633,04-006633-02-1,B2,adverb,-,,-,-
000043,04-000043-08-1,B2,noun,-,,-,-
006635,04-006635-08-1,B2,noun,-,,-,-
006637,04-006637-12-1,B2,verb,-,,-,-
006640,04-006640-12-1,B2,verb,-,,-,-
006640,04-006640-08-2,B2,noun,-,,-,-
006653,04-006653-11-1,B2,pronoun,-,,-,-
006653,04-006653-11-2,B2,pronoun,-,,-,-
006655,04-006655-08-1,B2,noun,-,,-,-
006657,04-006657-08-1,B2,noun,-,,-,-
000046,05-000046-12-1,C1,verb,-,,-,-
000050,05-000050-01-1,C1,adjective,-,,-,-
000051,05-000051-02-1,C1,adverb,-,,-,-
000053,05-000053-08-1,C1,noun,-,,-,-
000063,05-000063-12-1,C1,verb,-,,-,-
000066,05-000066-08-1,C1,noun,-,,-,-
000069,05-000069-12-1,C1,verb,-,,-,-
000072,05-000072-01-1,C1,adjective,-,,-,-
000073,05-000073-08-1,C1,noun,-,,-,-
000074,05-000074-01-1,C1,adjective,-,,-,-
000077,05-000077-08-1,C1,noun,-,,-,-
000081,05-000081-01-1,C1,adjective,-,,-,-
000084,05-000084-12-1,C1,verb,-,,-,-
000089,05-000089-12-1,C1,verb,-,,-,-
000094,05-000094-08-1,C1,noun,-,,-,-
000100,05-000100-12-1,C1,verb,-,,-,-
000100,05-000100-12-2,C1,verb,-,,-,-
000101,05-000101-08-1,C1,noun,-,,-,-
000107,05-000107-01-1,C1,adjective,-,,-,-
000115,05-000115-08-1,C1,noun,-,,-,-
000120,05-000120-01-1,C1,adjective,-,,-,-
000124,05-000124-12-1,C1,verb,-,,-,-
000131,05-000131-08-1,C1,noun,-,,-,-
000132,05-000132-01-1,C1,adjective,-,,-,-
000133,05-000133-08-1,C1,noun,-,,-,-
000143,05-000143-01-1,C1,adjective,-,,-,-
000156,05-000156-08-1,C1,noun,-,,-,-
000163,05-000163-01-1,C1,adjective,-,,-,-
000164,05-000164-01-1,C1,adjective,-,,-,-
000166,05-000166-10-1,C1,preposition,-,,-,-
000173,05-000173-08-1,C1,noun,-,,-,-
000174,05-000174-08-1,C1,noun,-,,-,-
000177,05-000177-08-1,C1,noun,-,,-,-
000178,05-000178-01-1,C1,adjective,-,,-,-
000181,05-000181-12-1,C1,verb,-,,-,-
000185,05-000185-08-1,C1,noun,-,,-,-
000185,05-000185-08-2,C1,noun,-,,-,-
000185,05-000185-12-3,C1,verb,-,,-,-
000193,05-000193-12-1,C1,verb,-,,-,-
000195,05-000195-01-1,C1,adjective,-,,-,-
000200,05-000200-01-1,C1,adjective,-,,-,-
000200,05-000200-08-2,C1,noun,-,,-,-
000205,05-000205-08-1,C1,noun,-,,-,-
000207,05-000207-01-1,C1,adjective,-,,-,-
000211,05-000211-12-1,C1,verb,-,,-,-
000213,05-000213-12-1,C1,verb,-,,-,-
000213,05-000213-12-2,C1,verb,-,,-,-
000214,05-000214-08-1,C1,noun,-,,-,-
000215,05-000215-08-1,C1,noun,-,,-,-
000219,05-000219-02-1,C1,adverb,-,,-,-
000219,05-000219-02-2,C1,adverb,-,,-,-
000227,05-000227-08-1,C1,noun,-,,-,-
000228,05-000228-12-1,C1,verb,-,,-,-
000235,05-000235-01-1,C1,adjective,-,,-,-
000235,05-000235-08-2,C1,noun,-,,-,-
000235,05-000235-08-3,C1,noun,-,,-,-
000248,05-000248-10-1,C1,preposition,-,,-,-
000247,05-000247-08-1,C1,noun,-,,-,-
000249,05-000249-10-1,C1,preposition,-,,-,-
000252,05-000252-01-1,C1,adjective,-,,-,-
000263,05-000263-01-1,C1,adjective,-,,-,-
000270,05-000270-08-1,C1,noun,-,,-,-
000270,05-000270-08-2,C1,noun,-,,-,-
000270,05-000270-08-3,C1,noun,-,,-,-
000281,05-000281-08-1,C1,noun,-,,-,-
000292,05-000292-12-1,C1,verb,-,,-,-
000290,05-000290-01-1,C1,adjective,-,,-,-
000290,05-000290-01-2,C1,adjective,-,,-,-
000300,05-000300-02-1,C1,adverb,-,,-,-
000312,05-000312-01-1,C1,adjective,-,,-,-
000313,05-000313-01-1,C1,adjective,-,,-,-
000315,05-000315-08-1,C1,noun,-,,-,-
000315,05-000315-12-2,C1,verb,-,,-,-
000318,05-000318-08-1,C1,noun,-,,-,-
000319,05-000319-12-1,C1,verb,-,,-,-
000320,05-000320-08-1,C1,noun,-,,-,-
000322,05-000322-08-1,C1,noun,-,,-,-
000324,05-000324-12-1,C1,verb,-,,-,-
000325,05-000325-12-1,C1,verb,-,,-,-
000338,05-000338-08-1,C1,noun,-,,-,-
000339,05-000339-08-1,C1,noun,-,,-,-
000346,05-000346-12-1,C1,verb,-,,-,-
000356,05-000356-08-1,C1,noun,-,,-,-
000360,05-000360-08-1,C1,noun,-,,-,-
000378,05-000378-12-1,C1,verb,-,,-,-
000382,05-000382-08-1,C1,noun,-,,-,-
000382,05-000382-08-2,C1,noun,-,,-,-
000383,05-000383-12-1,C1,verb,-,,-,-
000384,05-000384-08-1,C1,noun,-,,-,-
000388,05-000388-12-1,C1,verb,-,,-,-
000391,05-000391-08-1,C1,noun,-,,-,-
000392,05-000392-08-1,C1,noun,-,,-,-
000393,05-000393-12-1,C1,verb,-,,-,-
000407,05-000407-12-1,C1,verb,-,,-,-
000408,05-000408-12-1,C1,verb,-,,-,-
000412,05-000412-08-1,C1,noun,-,,-,-
000412,05-000412-08-2,C1,noun,-,,-,-
000420,05-000420-08-1,C1,noun,-,,-,-
000422,05-000422-08-1,C1,noun,-,,-,-
000424,05-000424-01-1,C1,adjective,-,,-,-
000426,05-000426-08-1,C1,noun,-,,-,-
000427,05-000427-12-1,C1,verb,-,,-,-
000433,05-000433-08-1,C1,noun,-,,-,-
000434,05-000434-01-1,C1,adjective,-,,-,-
000439,05-000439-08-1,C1,noun,-,,-,-
000440,05-000440-02-1,C1,adverb,-,,-,-
000459,05-000459-08-1,C1,noun,-,,-,-
000460,05-000460-01-1,C1,adjective,-,,-,-
000486,05-000486-01-1,C1,adjective,-,,-,-
000501,05-000501-02-1,C1,adverb,-,,-,-
000503,05-000503-08-1,C1,noun,-,,-,-
000503,05-000503-08-2,C1,noun,-,,-,-
000514,05-000514-08-1,C1,noun,-,,-,-
000517,05-000517-12-1,C1,verb,-,,-,-
000519,05-000519-12-1,C1,verb,-,,-,-
000519,05-000519-12-2,C1,verb,-,,-,-
000537,05-000537-10-1,C1,preposition,-,,-,-
